status,operator_phone,location_addr,operator_st,id_num,county,location_phone,owner_zip,mailing_st,operator_zip,location_st,location_city,update_date,operator_city,operator_addr,owner_phone,owner_st,fac_name,owner_name,owner_city,operator_name,mailing_zip,owner_addr,inactive_date,mailing_addr,mailing_phone,naics,location_zip,mailing_city,record_date,mailing_name
INACTIVE,4152615800,5625 E FOURTEENTH ST,99,CAC000041988,ALAMEDA                                 ,,--,CA,--,CA,OAKLAND,10/25/2000 12:00:00 AM,--,--,0000000000,99,1X THE QUAKER OATS CO_- GROC SPEC DIV,THE QUAKER OATS CO            ,--,JULIO FOCARACI                ,946210000,--,10/25/2000 12:00:00 AM,5625 E FOURTEENTH ST               ,,N/A,946210000,OAKLAND             ,10/13/1987 12:00:00 AM,
INACTIVE,4152833322,6365 COLISEUM_WAY,99,CAC000039172,ALAMEDA                                 ,,--,CA,--,CA,OAKLAND,10/25/2000 12:00:00 AM,3322 OAKLAND FIRE DE,ER# ISSUED BY CF                   ,0000000000,99,1X STEFFCO CORP,--,--,BOB STEFFANSON(OWNER)         ,946210000,--,10/25/2000 12:00:00 AM,6365 COLISEUM WAY                  ,,N/A,946210000,OAKLAND             ,9/25/1987 12:00:00 AM,
INACTIVE,4158934711,62ND & EAST 16TH ST,99,CAC000060405,ALAMEDA                                 ,,--,CA,--,CA,OAKLAND,10/25/2000 12:00:00 AM,--,--,0000000000,99,1X ST BERNARD CHURCH,--,--,CLEM FINNEY                   ,946100000,--,10/25/2000 12:00:00 AM,2900 LAKESHORE AVE                 ,,N/A,946210000,OAKLAND             ,1/25/1988 12:00:00 AM,
INACTIVE,4156327373,1100 77TH AVE,99,CAC000039164,ALAMEDA                                 ,,--,CA,--,CA,OAKLAND,10/25/2000 12:00:00 AM,--,--,0000000000,99,1X SAFEWAY STORES INC,--,--,M GROMKJAR                    ,946210000,--,10/25/2000 12:00:00 AM,1100 77TH AVE                      ,,N/A,946210000,OAKLAND             ,9/25/1987 12:00:00 AM,
INACTIVE,4156381180,8484 EDES AVE,99,CAC000038521,ALAMEDA                                 ,,--,CA,--,CA,OAKLAND,10/25/2000 12:00:00 AM,--,--,0000000000,99,1X SIXPENCE MOTEL,--,--,DAVE RITSCHER                 ,946210000,--,10/25/2000 12:00:00 AM,8484 EDES AVE                      ,,N/A,946210000,OAKLAND             ,9/23/1987 12:00:00 AM,
INACTIVE,4156386455,8 BRYANT WAY,99,CAC000033928,CONTRA COSTA                            ,,--,CA,--,CA,ORINDA,10/25/2000 12:00:00 AM,--,--,0000000000,99,1X BRANAUGH INC,--,--,RICK NEWACHECK                ,946210000,--,10/25/2000 12:00:00 AM,750 KEVIN COURT                    ,,N/A,946210000,OAKLAND             ,9/2/1987 12:00:00 AM,
INACTIVE,5102721373,8300 EARHART RD,99,CAC000891496,ALAMEDA                                 ,,--,CA,--,CA,OAKLAND,10/25/2000 12:00:00 AM,--,--,0000000000,99,1X OAKLAND AIRPORT,PORT OF OAKLAND               ,--,PATRICIA MURPHY               ,946070000,--,10/25/2000 12:00:00 AM,530 WATER ST                       ,,N/A,946210000,OAKLAND             ,5/24/1993 12:00:00 AM,
ACTIVE,9162553699,8530 INTERNATIONAL BLVD,CA,CUW000000118,ALAMEDA                                 ,,95826,CA,95826,CA,OAKLAND,9/5/2008 10:59:33 AM,SACRAMENTO,8800 CAL CENTER DR,9162553699,CA,ACQ OFFICE (ELECTRONIC MANAGEMENT) INTERNATIONAL BLVD,DEPT OF TOXIC SUBSTANCES CONTROL,SACRAMENTO,RITA HYPNAROWKI,95826,8800 CAL CENTER DR,,8800 CAL CENTER DR,,99999,94621,SACRAMENTO,9/5/2008 10:59:33 AM,
ACTIVE,9163224660,913 77TH AVE,CA,CUW000000049,ALAMEDA                                 ,,95814,CA,958120806,CA,OAKLAND,9/15/2005 10:08:58 AM,SACRAMENTO,1001 I ST,9163224660,CA,GOLDEN STATE IMAGING,DEPT OF TOXIC SUBSTANCES CONTROL,SACRAMENTO,PETER WOOD,95814,1001 I ST,,1001 I ST,,99999,94621,SACRAMENTO,9/15/2005 10:08:58 AM,
INACTIVE,9163233600,5715 EAST 17TH STREET,CA,CLU950002528,ALAMEDA                                 ,,--,CA,958120806,CA,OAKLAND,6/19/2002 9:16:33 AM,SAC                 ,DTSC CLU/ERU                       ,0000000000,99,RODRIGO RODRIGUEZ,UNKNOWN                       ,--,DTSC EMERGENCY RESPONSE UNIT  ,958120806,--,6/19/2002 9:16:33 AM,DTSC CLU/ERU                       ,,N/A,946210000,SACRAMENTO          ,12/18/1995 12:00:00 AM,
ACTIVE,9162553699,7730 PARDEE LN,CA,CFI000000319,ALAMEDA                                 ,,95826,CA,95826,CA,OAKLAND,7/27/2009 11:18:47 AM,SACRAMENTO,8800 CAL CENTER DR,9162553699,CA,GIVE SOMETHING BACK INC,DEPT OF TOXIC SUBSTANCES CONTROL,SACRAMENTO,RITA HYPNAROWKI,95826,8800 CAL CENTER DR,,8800 CAL CENTER DR,,99999,94621,SACRAMENTO,7/27/2009 11:11:10 AM,
INACTIVE,2092685930,1601 W MCKINLEY BLVD,99,CAX000245852,FRESNO                                  ,,--,CA,--,CA,FRESNO,4/27/1999 12:00:00 AM,--,INACT PER 98VQ FINAL NOTICE,0000000000,99,UNITED PARCEL SERVICE,--,--,FRANK GUIDO                   ,946210000,--,6/30/1998 12:00:00 AM,FRANK GUIDO                        ,,N/A,946210000,OAKLAND             ,7/22/1985 12:00:00 AM,
INACTIVE,2135132037,285 HEGENBERGER RD,99,CAX000245803,ALAMEDA                                 ,,--,CA,--,CA,OAKLAND,7/10/2001 12:00:00 AM,--,ANNA SAMPSON                       ,0000000000,99,SHELL OIL STN #204-5508-5504,--,--,INACTIVE PER SURVEY 3/95 AD   ,907490000,--,4/30/1986 12:00:00 AM,ANNA SAMPSON                       ,,N/A,946210000,CARSON              ,7/22/1985 12:00:00 AM,
INACTIVE,4155688338,7799 PARDEE LN,99,CAX000236265,ALAMEDA                                 ,,--,CA,--,CA,OAKLAND,7/10/2001 12:00:00 AM,--,--,0000000000,99,NOVACOR MEDICAL CORP,--,--,INACTIVE PER SURVEY 1-25-95LH ,946210000,--,4/30/1986 12:00:00 AM,7799 PARDEE LN                     ,,N/A,946210000,OAKLAND             ,5/31/1985 12:00:00 AM,
INACTIVE,4155774044,DOOLITTLE DR,99,CAX000234658,ALAMEDA                                 ,,--,CA,--,CA,OAKLAND,7/10/2001 12:00:00 AM,--,--,0000000000,99,1X PORT OF OAKLAND,--,--,PHIL DANGER                   ,946210000,--,4/30/1986 12:00:00 AM,P DANGER / AIRPORT FACILITIES      ,,N/A,946210000,OAKLAND             ,7/23/1985 12:00:00 AM,
INACTIVE,4156386375,MIDHILL WAY @ MIDWAY ST,99,CAX000218263,CONTRA COSTA                            ,,--,CA,--,CA,MARTINEZ,7/10/2001 12:00:00 AM,--,--,0000000000,99,1X INDEPENDENT CONSTRUCTION,--,--,RONALD THOMPSON               ,946210000,--,4/30/1986 12:00:00 AM,--,,N/A,946210000,OAKLAND             ,5/15/1985 12:00:00 AM,
INACTIVE,4156329615,AUTOMOTIVE BRANCH,99,CAX000217810,ALAMEDA                                 ,,--,CA,--,CA,OAKLAND,7/10/2001 12:00:00 AM,--,--,0000000000,99,SHERWIN-WILLIAMS CO,--,--,INACTIVE PER SURVEY 1/95 HN   ,946210000,--,4/30/1986 12:00:00 AM,GREG VOLHONTSEFF                   ,,N/A,946210000,OAKLAND             ,5/13/1985 12:00:00 AM,
INACTIVE,4156324715,948 - 88TH AVE,99,CAX000216945,ALAMEDA                                 ,,--,CA,--,CA,OAKLAND,7/10/2001 12:00:00 AM,--,--,0000000000,99,EAGLE MACHINERY CO,--,--,UNDELIVERABLE 1/95 SURVEY HN  ,946210000,--,4/30/1986 12:00:00 AM,948 - 88TH AVE                     ,,N/A,946210000,OAKLAND             ,5/8/1985 12:00:00 AM,
INACTIVE,4156320450,1325 - 76TH AVE,99,CAX000213355,ALAMEDA                                 ,,--,CA,--,CA,OAKLAND,4/27/1999 12:00:00 AM,--,INACT PER 98VQ FINAL NOTICE,0000000000,99,RELIABLE AUTO BODY,--,--,DAVID G SELIGMAN II           ,946210000,--,6/30/1998 12:00:00 AM,--,,N/A,946210000,OAKLAND             ,4/24/1985 12:00:00 AM,
INACTIVE,4158930313,1127 - 57TH AVE,99,CAX000213009,ALAMEDA                                 ,,--,CA,--,CA,OAKLAND,4/27/1999 12:00:00 AM,--,INACT PER 98VQ FINAL NOTICE,0000000000,99,SHAPE PRODUCTS,--,--,FLOYD GUSTAFSON               ,946210000,--,6/30/1998 12:00:00 AM,--,,N/A,946210000,OAKLAND             ,4/22/1985 12:00:00 AM,
INACTIVE,4156387501,6017 E 14TH ST,99,CAX000213330,ALAMEDA                                 ,,--,CA,--,CA,OAKLAND,7/10/2001 12:00:00 AM,--,PER SURVEY                         ,0000000000,99,RUBE & DAN'S BODY SHOP INC,--,--,INACTIVE/VALID #CAD981388580  ,946210000,--,4/30/1986 12:00:00 AM,--,,N/A,946210000,OAKLAND             ,4/24/1985 12:00:00 AM,
INACTIVE,4155686040,80 SWAN WAY,99,CAX000139568,ALAMEDA                                 ,,--,CA,--,CA,OAKLAND,7/10/2001 12:00:00 AM,--,--,0000000000,99,A B DICK PRODUCTS,--,--,LARRY MARQUEZ                 ,946210000,--,4/30/1986 12:00:00 AM,--,,N/A,946210000,OAKLAND             ,11/29/1984 12:00:00 AM,
INACTIVE,4156334030,8400 PARDEE DR.,99,CAX000119586,ALAMEDA                                 ,,--,CA,--,CA,OAKLAND,4/27/1999 12:00:00 AM,--,INACT PER 98VQ FINAL NOTICE,0000000000,99,UNITED PARCEL SERVICE,--,--,JOHN STEARNS                  ,946210000,--,6/30/1998 12:00:00 AM,--,,N/A,946210000,OAKLAND             ,10/16/1984 12:00:00 AM,
INACTIVE,4156326117,8417 E 14TH ST,99,CAX000138984,ALAMEDA                                 ,,--,CA,--,CA,OAKLAND,4/27/1999 12:00:00 AM,--,INACT PER 98VQ FINAL NOTICE,0000000000,99,GEORGE K'S CLEANERS,--,--,RUBY KONG                     ,946210000,--,6/30/1998 12:00:00 AM,--,,N/A,946210000,OAKLAND             ,1/11/1985 12:00:00 AM,
INACTIVE,4156351573,415 PENDLETON WAY,99,CAX000109892,ALAMEDA                                 ,,--,CA,--,CA,OAKLAND,4/27/1999 12:00:00 AM,--,INACT PER 98VQ FINAL NOTICE,0000000000,99,Q-TRONICS INC.,--,--,CINDY OAS                     ,946210000,--,6/30/1998 12:00:00 AM,--,,N/A,946210000,OAKLAND             ,8/29/1984 12:00:00 AM,
INACTIVE,4156321075,6160 E. 14TH ST.,99,CAX000109728,ALAMEDA                                 ,,--,CA,--,CA,OAKLAND,4/27/1999 12:00:00 AM,--,INACT PER 98VQ FINAL NOTICE,0000000000,99,LOCKWOOD CLEANERS,--,--,SUSAN KAZZOUN                 ,946210000,--,6/30/1998 12:00:00 AM,--,,N/A,946210000,OAKLAND             ,8/29/1984 12:00:00 AM,
INACTIVE,4156385656,7303 EDGEWATER DR.,99,CAX000101360,ALAMEDA                                 ,,--,CA,--,CA,OAKLAND,7/10/2001 12:00:00 AM,--,--,0000000000,99,1X E. H. ELECTRONICS,--,--,DALE MATTSON                  ,946210000,--,4/30/1986 12:00:00 AM,7303 EDGEWATER DR.                 ,,N/A,946210000,OAKLAND             ,7/30/1984 12:00:00 AM,
INACTIVE,4156385656,7303 EDGEWATER DR.,99,CAX000092791,ALAMEDA                                 ,,--,CA,--,CA,OAKLAND,7/10/2001 12:00:00 AM,--,--,0000000000,99,1X E. H. ELECTRONICS,--,--,JOHN LAIRD                    ,946210000,--,4/30/1986 12:00:00 AM,--,,N/A,946210000,OAKLAND             ,7/23/1984 12:00:00 AM,
INACTIVE,4156353300,8001 OAKPORT ST.,99,CAX000103721,ALAMEDA                                 ,,--,CA,--,CA,OAKLAND,7/10/2001 12:00:00 AM,--,--,0000000000,99,1X RYDER TRUCK RENTALS,--,--,HOWARD TAPPE                  ,946210000,--,4/30/1986 12:00:00 AM,--,,N/A,946210000,OAKLAND             ,8/6/1984 12:00:00 AM,
INACTIVE,4155778090,460 HEGENBERGER RD.,99,CAX000091033,ALAMEDA                                 ,,--,CA,--,CA,OAKLAND,4/27/1999 12:00:00 AM,--,INACT PER 98VQ FINAL NOTICE,0000000000,99,UNION BANK,--,--,TOM VLCEK                     ,946210000,--,6/30/1998 12:00:00 AM,--,,N/A,946210000,OAKLAND             ,7/13/1984 12:00:00 AM,
INACTIVE,7146690620,--,99,CAX000087254,ALAMEDA                                 ,,--,CA,--,CA,OAKLAND,7/10/2001 12:00:00 AM,--,--,0000000000,99,PHILLIP BROS.INC.1-X,--,--,UNDELIVERABLE 1/95 SURVEY HN  ,946210000,--,4/30/1986 12:00:00 AM,--,,N/A,946210000,OAKLAND             ,7/3/1984 12:00:00 AM,
INACTIVE,4154302505,7300 EDGEWATER,99,CAX000078469,ALAMEDA                                 ,,--,CA,--,CA,OAKLAND,4/27/1999 12:00:00 AM,--,INACT PER 98VQ FINAL NOTICE,0000000000,99,1X PACIFIC BELL,--,--,STEVE TAYLOR                  ,946210000,--,6/30/1998 12:00:00 AM,7300 EDGEWATER                     ,,N/A,946210000,OAKLAND             ,5/2/1984 12:00:00 AM,
INACTIVE,4154308863,985 - 66TH AVE.,99,CAX000068403,ALAMEDA                                 ,,--,CA,--,CA,OAKLAND,4/27/1999 12:00:00 AM,--,INACT PER 98VQ FINAL NOTICE,0000000000,99,1X TERMINEX INTERNATIONAL,--,--,VANCE MILLER                  ,946210000,--,6/30/1998 12:00:00 AM,--,,N/A,946210000,OAKLAND             ,3/5/1984 12:00:00 AM,
INACTIVE,4155684001,425 ROLAND WY,99,CAX000057828,ALAMEDA                                 ,,--,CA,--,CA,OAKLAND,4/27/1999 12:00:00 AM,--,INACT PER 98VQ FINAL NOTICE,0000000000,99,PETER KALDVEER & ASSOCIATES,--,--,KEN YEE                       ,946210000,--,6/30/1998 12:00:00 AM,425 ROLAND WY.                     ,,N/A,946210000,OAKLAND             ,1/6/1984 12:00:00 AM,
INACTIVE,4155622953,597 - 85TH AVE.,99,CAX000039024,ALAMEDA                                 ,,--,CA,--,CA,OAKLAND,4/27/1999 12:00:00 AM,--,INACT PER 98VQ FINAL NOTICE,0000000000,99,WEST COAST WIRE ROPE & RIGGING CO.,--,--,DON MC COLLUM                 ,946210000,--,6/30/1998 12:00:00 AM,P.O. BOX 2142                      ,,N/A,946210000,OAKLAND             ,7/15/1983 12:00:00 AM,
INACTIVE,4156395313,HWY 1,99,CAX000053827,SANTA CRUZ                              ,,--,CA,--,CA,DAVENPORT,7/10/2001 12:00:00 AM,--,--,0000000000,99,LONE STAR INDUSTRIES:GENERAL ELECRIC,--,--,UNDELIVERABLE SURVEY 2-1-95 HJ,946210000,--,4/30/1986 12:00:00 AM,GENERAL ELECTRIC                   ,,N/A,946210000,OAKLAND             ,12/14/1983 12:00:00 AM,
INACTIVE,4155697219,873 81ST AVE,99,CAX000066084,ALAMEDA                                 ,,--,CA,--,CA,OAKLAND,4/27/1999 12:00:00 AM,--,INACT PER 98VQ FINAL NOTICE,0000000000,99,BAY AREA CRANE/HOIST,--,--,RAY WEDDLETON                 ,946210000,--,6/30/1998 12:00:00 AM,873 81ST AVE                       ,,N/A,946210000,OAKLAND             ,2/23/1984 12:00:00 AM,
INACTIVE,4156324700,7754 PARAMOUNT BLVD.,99,CAX000054726,LOS ANGELES                             ,,--,CA,--,CA,PICO RIVERA,7/10/2001 12:00:00 AM,--,--,0000000000,99,SYSTEM 99,--,--,UNDELIVERABLE SURVEY 2-1-95 HJ,946210000,--,4/30/1986 12:00:00 AM,8201 EDGEWATER DR.                 ,,N/A,946210000,OAKLAND             ,12/12/1983 12:00:00 AM,
INACTIVE,4156323535,8200 BALDWIN ST.,99,CAX000027631,ALAMEDA                                 ,,--,CA,--,CA,OAKLAND,4/27/1999 12:00:00 AM,--,INACT PER 98VQ FINAL NOTICE,0000000000,99,GOLDEN GATE FREIGHTLINES,--,--,BOB LYNN                      ,946210000,--,6/30/1998 12:00:00 AM,8200 BALDWIN ST.                   ,,N/A,946210000,OAKLAND             ,9/6/1983 12:00:00 AM,
INACTIVE,4156352188,966 - 86TH AVENUE,99,CAX000026781,ALAMEDA                                 ,,--,CA,--,CA,OAKLAND,4/27/1999 12:00:00 AM,--,INACT PER 98VQ FINAL NOTICE,0000000000,99,PORCELAIN PATCH & GLAZE CO INC,--,--,"DAN PORRIOTS,SCTY             ",946210000,--,6/30/1998 12:00:00 AM,--,,N/A,946210000,OAKLAND             ,9/6/1983 12:00:00 AM,
INACTIVE,4155245001,8001 EDGEWATER DR,99,CAX000022822,ALAMEDA                                 ,,--,CA,--,CA,OAKLAND,7/10/2001 12:00:00 AM,--,--,0000000000,99,BASIC TOOL & SUPPLY,--,--,INACTIVE PER SURVEY 1-25-95LHE,946210000,--,4/30/1986 12:00:00 AM,8001 EDGEWATER DR                  ,,N/A,946210000,OAKLAND             ,9/22/1983 12:00:00 AM,
INACTIVE,4156321090,8295 BALDWIN ST.,99,CAX000024695,ALAMEDA                                 ,,--,CA,--,CA,OAKLAND,7/10/2001 12:00:00 AM,--,--,0000000000,99,1X EAST BAY ORNAMENTAL IRON,--,--,DENNIS ROGERS                 ,946210000,--,4/30/1986 12:00:00 AM,8295 BALDWIN ST.                   ,,N/A,946210000,OAKLAND             ,9/19/1983 12:00:00 AM,
INACTIVE,4159444492,1100 - 77TH AVE.,99,CAX000024505,ALAMEDA                                 ,,--,CA,--,CA,OAKLAND,7/10/2001 12:00:00 AM,--,--,0000000000,99,1X SAFEWAY STORES,--,--,PHIL NERI                     ,946210000,--,4/30/1986 12:00:00 AM,1100 - 77TH AVE.                   ,,N/A,946210000,OAKLAND             ,2/8/1983 12:00:00 AM,
INACTIVE,5108425931,"ED WHITE WY, 1 MI E. ARMSTRON",CA,CAT080033624,ALAMEDA                                 ,,945830000,CA,945830000,CA,OAKLAND,2/8/2005 3:01:00 PM,SAN RAMON           ,PO BOX 6004_CANX V97  AH           ,5108425931,CA,CHEVRON,CHERVON PRODUCTS CO           ,SAN RAMON           ,KATHY NORRIS                  ,945830000,PO BOX 6004                        ,6/30/1997 12:00:00 AM,PO BOX 6004                        ,,N/A,946210000,SAN RAMON           ,7/23/1982 12:00:00 AM,
INACTIVE,4155620155,8921 SAN LEANDRO ST,99,CAX000018010,ALAMEDA                                 ,,--,CA,--,CA,OAKLAND,7/10/2001 12:00:00 AM,--,--,0000000000,99,1X H M NYSTROM CO,--,--,"FELIX MITCHEL, GEN.MGR.       ",946210000,--,4/30/1986 12:00:00 AM,8921 SAN LEANDRO ST                ,,N/A,946210000,OAKLAND             ,10/13/1983 12:00:00 AM,
ACTIVE,2147410464,1189 58TH AVE,TX,CAT080018971,ALAMEDA                                 ,,752020000,TX,75202,CA,OAKLAND,10/25/2019 3:45:30 PM,DALLAS,308 S. AKARD ST.,2147410464,TX,PACIFIC BELL TELEPHONE CO DBA AT&T CALIF,PACIFIC BELL                  ,DALLAS,DERONICA LAMB,752020000,308 S. AKARD ST. 17TH,,308 S. AKARD ST. 17TH FLOOR,,51331,946210000,DALLAS         ,7/23/1982 12:00:00 AM,
INACTIVE,--,OAKLAND MUNICIPAL AIRPORT,99,CAT080018955,ALAMEDA                                 ,,--,CA,--,CA,OAKLAND,2/8/2005 3:01:00 PM,--,--,0000000000,99,PACIFIC TEL & TEL COMPANY,THE PACIFIC TEL & TEL COMPANY ,--,NONDELIV. 11/94 SURVEY - P.H. ,941040000,--,1/1/1995 12:00:00 AM,220 MONTGOMERY STREET RM 1051      ,,N/A,946210000,SAN FRANCISCO       ,7/23/1982 12:00:00 AM,
ACTIVE,2147410464,8925 HOLLY ST,TX,CAT080015480,ALAMEDA                                 ,,752020000,TX,75202,CA,OAKLAND,10/25/2019 3:45:30 PM,DALLAS,308 S. AKARD ST.,2147410464,TX,PACIFIC BELL TELEPHONE CO DBA AT&T CALIF,PACIFIC BELL                  ,DALLAS,DERONICA LAMB,752020000,308 S. AKARD ST. 17TH,,308 S. AKARD ST. 17TH FLOOR,,51331,946210000,DALLAS         ,7/23/1982 12:00:00 AM,
INACTIVE,--,333 HEGENBERGER RD,99,CAT000618769,ALAMEDA                                 ,,--,CA,--,CA,OAKLAND,2/8/2005 3:01:00 PM,--,--,0000000000,99,DELTA LINES INC,DELTA CALIFORNIA INDUSTRIES   ,--,UNDELIVERABLE 1/95 SURVEY HN  ,946040000,--,1/1/1995 12:00:00 AM,PO BOX 2081                        ,,N/A,946210000,OAKLAND             ,7/23/1982 12:00:00 AM,
INACTIVE,--,5555 EAST 14TH STREET,99,CAT000617241,ALAMEDA                                 ,,--,CA,--,CA,OAKLAND,2/8/2005 3:01:00 PM,--,12/94 NW                           ,0000000000,99,GENERAL ELECTRIC COMPANY,GENERAL ELECTRIC COMPANY      ,--,UNDELIVERABLE PER SURVEY      ,946210000,--,1/1/1995 12:00:00 AM,5555 EAST 14TH STREET              ,,N/A,946210000,OAKLAND             ,7/23/1982 12:00:00 AM,
ACTIVE,9252947045,5800 COLISEUM WAY,CA,CAR000299164,ALAMEDA                                 ,,94612,CA,94621,CA,OAKLAND,8/30/2019 10:22:19 AM,OAKLAND,5800 COLISEUM WAY,9252947045,CA,KAISER PERMANENTE,KAISER FOUNDATION HEALTH PLAN,OAKLAND,ANN VARANAI,94621,ONE KAISER PLAZA,,5800 COLISEUM WAY,,493110,94621,OAKLAND,8/30/2019 10:22:19 AM,
ACTIVE,7034771787,8435 BALDWIN ST,CA,CAR000294629,ALAMEDA                                 ,,94621,CA,94621,CA,OAKLAND,4/26/2019 2:17:31 PM,OAKLAND,8435 BALDWIN ST,999999999999999,CA,8435 BALDWIN ST,APEX SOLUTIONS,OAKLAND,MARK GOLDBERG,94621,8435 BALDWIN ST,,8435 BALDWIN ST,,312140,94621,OAKLAND,4/26/2019 2:17:31 PM,
ACTIVE,8473152812,8102 INTERNATIONAL BLVD,IL,CAR000294496,ALAMEDA                                 ,,95036,IL,60015,CA,OAKLAND,4/23/2019 4:17:28 PM,DEERFIELD,200 WILMOT RD MAIL STOP #2273,8473152812,CA,WALGREENS STORE #3295,JT-ITC INVESTMENTS LTD PARTNERSHIP,MILPITAS,KIM DASCOLI,60015,PO BOX 361243,,200 WILMOT RD MAIL STOP #2273,,446110,94621,DEERFIELD,4/23/2019 4:17:28 PM,
ACTIVE,7199671017,5601 SAN LEANDRO ST,CA,CAR000294413,ALAMEDA                                 ,,94621,CA,94621,CA,OAKLAND,9/9/2019 8:38:41 AM,OAKLAND,5601 SAN LEANDRO ST,7199671017,CA,CODA SIGNATURE,CODA SIGNATURE,OAKLAND,BRIEN SAUCHELLI,94621,5601 SAN LEANDRO ST,,5601 SAN LEANDRO ST,,424590,94621,OAKLAND,4/23/2019 10:51:40 AM,
ACTIVE,5103723426,8505 AMELIA ST,CA,CAR000294066,ALAMEDA                                 ,,94621,CA,94546,CA,OAKLAND,9/24/2019 2:30:00 PM,CASTRO VALLEY,4887 PROCTOR RD,5103723426,CA,DHO,RYAN BAILEY,OAKLAND,RYAN BAILEY,94546,8505 AMELIA ST,,4887 PROCTOR RD,,325998,94621,CASTRO VALLEY,4/11/2019 9:54:09 AM,
